unit_id,arch,die_count,bumps_per_die,total_bumps,bump_pitch_um,cu_thickness_um,warpage_um,reflow_temp_C,overlay_sigma_um,overlay_x_um,overlay_y_um,overlay_mag_um,bump_fail_prob_true,defects_bump_count,dpm_bump,die_bad_count,dpm_die,unit_fail,dpm_unit
UNIT_0011,FanOut,1,1381,1381,50.0,15.819103094517265,35.58984835235604,254.43613224753352,1.675615738780136,0.8711654193259906,-1.7320434930193258,1.9387892741450825,1.1826995200095311e-05,0,0.0,0,0.0,0,0.0
UNIT_0012,2.5D,3,1488,4464,40.0,17.215880320090072,64.30166769792606,220.64220353580748,2.6223266214422627,-1.5498693837221784,-0.31103369871905523,1.5807710360258442,3.4281353486342085e-05,0,0.0,0,0.0,0,0.0
UNIT_0013,FanOut,4,926,3704,40.0,15.613351660474525,58.91846256660669,245.79997229250046,1.6947477710856154,0.2219292671753092,-2.6045475895854953,2.613985605554205,4.756493844036768e-05,0,0.0,1,250000.0,1,1000000.0
UNIT_0014,FlipChip,1,2102,2102,60.0,27.723891521752016,15.621191930531346,246.12937887337702,1.9642770170674533,-0.10055215114445837,-1.5582538925340141,1.5614947738296099,7.37577221900758e-06,0,0.0,0,0.0,0,0.0
UNIT_0015,FlipChip,1,1239,1239,60.0,13.52198342662468,22.639911807427644,250.4412039999367,1.9599422373742752,0.015599374663963444,-0.735501329368826,0.7356667356848595,4.226313344199761e-06,0,0.0,0,0.0,0,0.0
UNIT_0016,FanOut,4,1139,4556,50.0,28.140216736725982,13.64765530941268,225.05825836716605,1.309275284270815,1.8425067091207936,-1.9037180819677573,2.64933454074153,2.0270251878837612e-05,0,0.0,0,0.0,0,0.0
UNIT_0017,2.5D,4,1132,4528,50.0,21.97497604579369,21.192213188860272,222.78394381703683,2.46517566262817,-0.35228151169769356,-2.7320575327308823,2.754676138066972,2.5063436687898516e-05,0,0.0,0,0.0,0,0.0
UNIT_0018,2.5D,3,1588,4764,100.0,27.309210066289737,28.971369930945396,261.20359457953293,2.7575206478613965,-0.8324061524227149,-0.4176089868197946,0.9312879621598484,2.856679163492614e-06,0,0.0,0,0.0,0,0.0
UNIT_0019,FanOut,4,1334,5336,50.0,20.988533092366737,63.738248293382554,250.50431688552894,1.4648229002191648,0.7937638604395677,1.14467568054854,1.3929621243160881,1.3911655453970347e-05,0,0.0,0,0.0,0,0.0
UNIT_0020,FlipChip,1,633,633,80.0,12.207558961867743,61.54307692484123,221.785888830655,2.318404778381126,4.356301837790905,3.441545478727292,5.551720542686626,2.0764819768319243e-05,0,0.0,0,0.0,0,0.0
UNIT_0021,FanOut,1,425,425,50.0,25.544079858059334,1.0949337796396534,258.8264155713431,1.5648247550843069,0.06945613884332663,-0.3846387309741873,0.3908594486365357,4.219818011555293e-06,0,0.0,0,0.0,0,0.0
UNIT_0022,FlipChip,3,972,2916,80.0,21.405353664837197,1.087033060277669,249.7536157456727,2.0846503428944563,0.847469853287977,-2.06233403886733,2.229669670624503,2.585325556955284e-06,0,0.0,0,0.0,0,0.0
UNIT_0023,2.5D,2,1986,3972,40.0,8.587451701898262,48.4938981354554,229.66043227346935,2.2518027385332977,1.9993810059591821,-0.2015092376461037,2.009509985008053,6.079724989300865e-05,0,0.0,0,0.0,0,0.0
UNIT_0024,FlipChip,1,1390,1390,40.0,16.37286479701194,42.02635926028164,249.81007997264143,2.3886424367465717,-0.05129028486597754,-5.256006253772899,5.2562565037316675,0.00022170355641384993,0,0.0,0,0.0,0,0.0
UNIT_0025,FanOut,1,860,860,100.0,9.793692126656616,41.177997653264825,246.05745584931645,1.2648250329493944,1.4300279162039886,0.199370099133665,1.4438588149647074,2.2497420696884233e-06,0,0.0,0,0.0,0,0.0
UNIT_0026,FanOut,2,1481,2962,40.0,27.940632038805653,45.39261750061237,233.7884760643087,1.6277771912274317,-1.1138017867201995,1.7805370419535527,2.100206317929221,4.2671502720510076e-05,0,0.0,1,500000.0,1,1000000.0
UNIT_0027,FanOut,2,1622,3244,60.0,24.001145088247966,28.410405959772923,257.159505176596,1.5946690174175528,-4.16776230137513,0.3993019585806897,4.186846624237637,2.3359740481871533e-05,0,0.0,0,0.0,0,0.0
UNIT_0028,FanOut,1,760,760,50.0,19.794640932346187,69.70235543030796,260.34640288416307,1.498611242449334,2.29133162823707,-0.8321007898905199,2.4377432914677395,2.5242757418167387e-05,0,0.0,0,0.0,0,0.0
UNIT_0029,2.5D,3,2079,6237,80.0,25.096547799170004,42.7537146915913,248.8553099774417,2.536998352433173,-0.5165339446138072,0.13776817344881312,0.5345908580902987,4.795114278492312e-06,0,0.0,0,0.0,0,0.0
UNIT_0030,FanOut,4,880,3520,60.0,8.733463172447426,80.06762527931224,244.40664448996472,1.5168876395776636,-0.5251189574076909,-1.6823094118399682,1.7623605977762553,1.992609336514077e-05,0,0.0,0,0.0,0,0.0
UNIT_0031,2.5D,2,975,1950,80.0,24.728212511784008,0.174728031359777,226.65946669429292,2.3864011204614823,2.110974712850858,-1.838957545180517,2.7996391001827567,5.400953759935131e-06,0,0.0,0,0.0,0,0.0
UNIT_0032,2.5D,1,414,414,40.0,11.889766301011713,24.96059369691335,240.08228663303356,2.599492743097743,-2.582898484332866,1.198156676299782,2.8472695694877146,6.295657178473226e-05,0,0.0,0,0.0,0,0.0
UNIT_0033,FanOut,2,1147,2294,40.0,14.903835540736265,12.32672439121291,252.3886797612359,1.273636735151339,1.3772567241343532,1.9414783511397466,2.380372717058738,2.1092161355309015e-05,0,0.0,0,0.0,0,0.0
UNIT_0034,FanOut,1,323,323,50.0,12.997949020093774,6.169223380426459,242.65014015938831,1.8697860527295767,1.7942380604070565,-1.7615090636019892,2.5143994111050123,1.242644370829913e-05,0,0.0,0,0.0,0,0.0
UNIT_0035,FlipChip,4,731,2924,50.0,14.224963092971578,32.53066033303881,248.28401158371182,2.151648094304009,-0.1806732525864308,1.0833997096067556,1.0983613954323788,7.98429247618238e-06,0,0.0,0,0.0,0,0.0
UNIT_0036,FanOut,3,879,2637,40.0,29.55112806986298,8.666960294180186,230.3800232035496,1.7136598131171912,1.2102466411706043,-0.2569444358895287,1.237221635601042,1.495934654690018e-05,0,0.0,0,0.0,0,0.0
UNIT_0037,FanOut,4,831,3324,50.0,9.460760807072138,20.517221799197078,240.92785543438933,1.4859764298079319,-0.26271051851166405,-1.7111303295300626,1.731179892782471,1.2290937938951229e-05,0,0.0,0,0.0,0,0.0
UNIT_0038,2.5D,3,1601,4803,80.0,24.185027304899226,28.148738234786798,227.54383253044338,2.5669826236951607,-0.9980738055032663,-0.8705810087853604,1.3244102891813803,4.806599064326475e-06,0,0.0,0,0.0,0,0.0
UNIT_0039,2.5D,3,510,1530,50.0,10.014189610757194,3.3283123754018575,245.8919227815233,2.643833710866268,1.0366334148413594,-0.9969221434767902,1.4382150732487877,1.1943123508241095e-05,0,0.0,0,0.0,0,0.0
UNIT_0040,2.5D,3,636,1908,60.0,17.131945539026795,51.59578641140149,257.5774887764368,2.9369280759656022,1.7563623778059922,3.9453017362173606,4.318589421555612,3.8703889324623666e-05,0,0.0,0,0.0,0,0.0
UNIT_0041,FanOut,3,1656,4968,80.0,29.083700637896403,23.817688715318013,238.40818853266205,1.08216187835748,-0.4143242328708195,1.0645820595175646,1.1423657607748285,3.6056391844467892e-06,0,0.0,0,0.0,0,0.0
UNIT_0042,FlipChip,1,273,273,100.0,8.871322717949901,28.523358082364666,248.39828104720146,1.965964008514227,-1.6264182376610068,-0.5988084605801692,1.73314969239784,2.2930197185681474e-06,0,0.0,0,0.0,0,0.0
UNIT_0043,2.5D,3,595,1785,80.0,24.506311409262473,23.75109512996761,244.90565526645844,2.813359413178655,-1.4577975724270826,4.2152611438320005,4.460224240200728,1.2812257928159207e-05,0,0.0,0,0.0,0,0.0
UNIT_0044,FlipChip,2,1034,2068,60.0,20.283116078053965,36.12543567312982,253.4931514883717,2.088177123195751,-2.2673766643145403,-0.2131386586089792,2.2773723950359472,8.889502666682518e-06,0,0.0,0,0.0,0,0.0
UNIT_0045,2.5D,4,962,3848,50.0,25.275288859371663,12.962925633983854,252.08009228784226,2.5851957914313157,2.8584121017840984,-3.9409938347776534,4.868465071188378,8.66828116338761e-05,0,0.0,0,0.0,0,0.0
UNIT_0046,FlipChip,4,700,2800,60.0,17.253844831218448,21.962131588494948,233.168891581114,1.911121342257829,0.8270952813731683,-1.8564349335365624,2.032347722936373,5.967219965259355e-06,0,0.0,0,0.0,0,0.0
UNIT_0047,FlipChip,4,2096,8384,50.0,16.29705240549972,43.99904392518157,259.79793719581295,2.5770542598006747,-2.6773701968463093,-4.013664354998437,4.824708563793865,6.46953332225131e-05,1,119.27480916030534,0,0.0,0,0.0
UNIT_0048,FlipChip,4,350,1400,40.0,17.24533769997663,60.50945523844392,257.24106615431646,1.7523910558842521,-0.6217424816221219,2.4377930412176085,2.5158296097435993,4.142640683005199e-05,0,0.0,0,0.0,0,0.0
UNIT_0049,FanOut,3,833,2499,60.0,24.95130759376297,2.343022484010916,252.9771763023737,1.8464597907615294,1.5151655486519284,-0.7416640921757067,1.686947617872148,5.369081843413187e-06,0,0.0,0,0.0,0,0.0
UNIT_0050,FlipChip,3,965,2895,50.0,22.01759744853369,37.65520180059575,241.4441660158583,2.0834315286585956,-0.08057333824321979,2.6887976392490263,2.69000461108653,2.073408164729231e-05,1,345.42314335060445,0,0.0,0,0.0
UNIT_0051,FanOut,1,712,712,50.0,17.304304083833085,38.53374620194644,251.93051215081817,1.6515266877887544,-0.17161930275372858,0.412895390948092,0.4471417995936565,5.022988370416547e-06,0,0.0,0,0.0,0,0.0
UNIT_0052,2.5D,1,763,763,80.0,21.65994917346695,45.84753333023939,253.76162114618333,2.259423313019318,0.15165542872856813,-3.034090132618673,3.0378779274218446,9.2900041223673e-06,0,0.0,0,0.0,0,0.0
UNIT_0053,FlipChip,1,1480,1480,60.0,11.03683353729701,29.392068188210146,232.74991324112133,1.855865132847236,-0.5005275124957101,-1.0255729781430598,1.141195743184476,6.365958771125711e-06,0,0.0,0,0.0,0,0.0
UNIT_0054,FanOut,1,465,465,60.0,11.584293898096995,36.460929195531904,255.65982725921788,1.6380849731175282,-2.726759042124819,0.7542616940373253,2.8291563365960384,1.4423640135549063e-05,0,0.0,0,0.0,0,0.0
UNIT_0055,FanOut,3,2048,6144,50.0,22.70308318242948,50.76598110207776,249.84888378209462,1.1214199387200932,0.6031973354106549,1.3114680881758358,1.443535788177798,1.3069994503540813e-05,1,162.76041666666666,0,0.0,0,0.0
UNIT_0056,FanOut,4,753,3012,50.0,8.71377215610712,23.312991201674137,261.1792636000575,1.126957054230116,-1.4610328572410105,-0.7155714029068543,1.6268556920009576,1.2638209856630164e-05,0,0.0,0,0.0,0,0.0
UNIT_0057,2.5D,4,1416,5664,80.0,19.283299278559745,33.96197444848722,252.5856837171126,2.426385481454602,1.032083319063145,0.9601953750198965,1.4096705770136502,4.107876664883995e-06,0,0.0,0,0.0,0,0.0
UNIT_0058,FanOut,2,1036,2072,40.0,12.05398904536575,54.60364765569795,240.13820758992696,1.599255101691265,-0.49481361551454867,0.5792378200177328,0.7618116343542378,1.525662289752226e-05,0,0.0,0,0.0,0,0.0
UNIT_0059,FlipChip,2,206,412,40.0,13.400468726821497,30.872149381864247,255.97712192280065,1.8839469713158326,-4.248328691696704,-0.6308838824460843,4.294916896265128,0.00011515404934367735,0,0.0,0,0.0,0,0.0
UNIT_0060,FlipChip,4,1046,4184,40.0,25.93078912257231,29.01044656635483,243.22185070513424,2.2358000367953594,1.5251032053977365,3.802492659412004,4.0969366863544066,0.0001190258481835797,0,0.0,0,0.0,0,0.0
UNIT_0061,FlipChip,4,1416,5664,100.0,21.835885347990533,62.655975076963415,258.80603195674513,2.0601831735670646,-0.09971428574643286,0.40890555552770647,0.42088798049284265,1.984353336226706e-06,0,0.0,0,0.0,0,0.0
UNIT_0062,FlipChip,2,535,1070,80.0,16.524755626258926,35.04587108286185,263.3310993271088,2.3613150942445698,-3.564273746746888,-2.1608810628372987,4.168147587295578,6.8787496423170395e-06,0,0.0,0,0.0,0,0.0
UNIT_0063,2.5D,2,1096,2192,50.0,14.720804455508297,28.113857088847617,229.87775108369675,2.54001000089322,2.784956571002435,-2.3156386008600873,3.621900776134391,4.293983093071439e-05,0,0.0,0,0.0,0,0.0
UNIT_0064,FlipChip,2,1982,3964,100.0,14.00566339391899,16.925719553422535,242.8026549180144,2.0121805779531585,1.8428210315219469,-1.2728108272775136,2.2396510344815956,1.7327395223875425e-06,0,0.0,0,0.0,0,0.0
UNIT_0065,2.5D,4,1934,7736,40.0,19.47784229897746,78.33646655706652,254.2018913094572,2.3559127157156583,0.2753487061570399,1.0637341246146448,1.0987935192073353,3.1525457431135885e-05,0,0.0,0,0.0,0,0.0
UNIT_0066,2.5D,1,2153,2153,50.0,8.917885290198134,36.46632269072215,226.90181027063338,2.7547852197736775,-0.9225852799567175,1.373854640553038,1.6548837337293312,2.3169265407064857e-05,0,0.0,0,0.0,0,0.0
UNIT_0067,FanOut,3,1342,4026,80.0,20.9642668177395,31.190705048371335,244.7711806205517,1.6751299478312525,-2.6728979479210935,-1.7374545673722586,3.187966720918447,4.981495608082992e-06,0,0.0,0,0.0,0,0.0
UNIT_0068,2.5D,4,1358,5432,40.0,19.988808956036124,91.4359042407584,238.135791828214,2.50839666397561,3.0400351407445836,1.2395881709351586,3.283046221192189,0.0001788113994387733,1,184.0942562592047,1,250000.0,1,1000000.0
UNIT_0069,FanOut,4,1836,7344,80.0,10.228442533720091,10.681521806075892,258.211982421849,1.4514728531936691,0.6298023528555025,0.9905713097011289,1.1738324085087004,2.518056829029949e-06,0,0.0,0,0.0,0,0.0
UNIT_0070,2.5D,4,2085,8340,40.0,11.768140485814243,24.887253897645138,243.58156126432638,2.0226197606835146,2.461421307245502,0.512422832857674,2.514194107740299,5.030674238402032e-05,0,0.0,2,500000.0,1,1000000.0
UNIT_0071,FlipChip,4,432,1728,60.0,14.840382207592636,27.453133921375027,220.57246521377502,1.5994531832441905,0.5477735180082703,-2.4157447569321393,2.477070559688657,9.024555351730044e-06,0,0.0,0,0.0,0,0.0
UNIT_0072,FanOut,4,1198,4792,40.0,14.259756644327188,24.688213914895655,229.74451451995174,1.4925931712876677,2.754631013857554,2.9560734066305008,4.040589314430997,8.350129704388368e-05,0,0.0,0,0.0,0,0.0
UNIT_0073,FanOut,2,862,1724,100.0,13.628439522578672,32.719321704018384,253.97384712105543,1.391196274602986,-0.11655744191002186,-1.508890239499085,1.5133854076606574,1.6626440427017842e-06,0,0.0,0,0.0,0,0.0
UNIT_0074,FanOut,4,1093,4372,40.0,17.633382908853005,57.70304554258655,262.10159014229646,1.4482103042991887,1.3298565350307299,0.3907816349098856,1.3860839404403984,1.7668778447956243e-05,0,0.0,1,250000.0,1,1000000.0
UNIT_0075,FlipChip,1,457,457,40.0,10.268071532149161,8.796509981913303,234.9197947994984,1.9677107584930207,1.3056540552011424,1.1929747769511947,1.7685930369378198,1.7406184463975144e-05,0,0.0,0,0.0,0,0.0
UNIT_0076,FlipChip,4,2049,8196,60.0,20.40766007509631,53.48921333431302,250.53785937328283,1.5807716761714194,-0.5852309012838842,-2.367633739670666,2.4388900616970113,1.2385156965140117e-05,0,0.0,0,0.0,0,0.0
UNIT_0077,2.5D,1,2184,2184,60.0,17.96464196284194,21.097578584108042,262.55822709817244,2.295543710385438,0.9994044262258457,-1.4811590351533974,1.7867963774801972,7.567858734467732e-06,0,0.0,0,0.0,0,0.0
UNIT_0078,FlipChip,2,1023,2046,60.0,16.494617860923146,48.92093195881347,226.29179408847077,2.257913683537094,0.08584304911731316,2.791238503067992,2.792558219642162,1.2905895348726941e-05,0,0.0,0,0.0,0,0.0
UNIT_0079,FanOut,3,667,2001,60.0,14.686349805335544,45.188668029012106,236.83817138103075,1.9085286942232278,0.19922876089436395,-2.3118342841477224,2.3204029513272726,1.081704047487947e-05,0,0.0,0,0.0,0,0.0
UNIT_0080,FlipChip,2,812,1624,50.0,21.992905890743224,23.970605819010984,238.19435412608013,1.918864545402779,-0.07387671694386704,1.8782597854159717,1.8797121031735835,1.088531415089977e-05,0,0.0,0,0.0,0,0.0
UNIT_0081,FanOut,1,1613,1613,40.0,29.33394283109686,27.89107386017284,231.40966642010923,1.255330365130064,-1.2017591949101387,-0.5970638538102363,1.341905513841342,2.110896668169843e-05,0,0.0,1,1000000.0,1,1000000.0
UNIT_0082,2.5D,1,1781,1781,40.0,19.466049514154882,4.34921737098486,251.60777777027226,2.799609410126544,1.5562063181357149,-0.22046325416066728,1.571744938290125,1.4742036170736574e-05,0,0.0,0,0.0,0,0.0
UNIT_0083,FanOut,3,605,1815,100.0,9.550367686915754,45.50450095504233,261.71142022359345,1.380165921672658,1.294801747383058,-0.8301753827499736,1.5380841105577696,2.47864875889855e-06,0,0.0,0,0.0,0,0.0
UNIT_0084,2.5D,2,1507,3014,100.0,21.990355508912366,48.15558552214111,234.31228803687154,2.4777167270824627,-4.31449542311244,-0.6928731979747201,4.369776198448831,6.480361027922325e-06,0,0.0,0,0.0,0,0.0
UNIT_0085,FanOut,2,511,1022,80.0,15.379953317675845,61.69753721061369,223.89427616800282,1.6932273225625445,0.4293274727956396,0.2607370079638996,0.502300573580259,3.0916116797948395e-06,0,0.0,0,0.0,0,0.0
UNIT_0086,FanOut,4,663,2652,60.0,28.94910264530454,29.066802357290353,248.83268613747134,1.4305196296622193,0.1723363202798745,-0.1889595414171775,0.2557450206361748,5.230562782958517e-06,0,0.0,0,0.0,0,0.0
UNIT_0087,FlipChip,4,1825,7300,100.0,17.952890646599833,13.25337233132067,221.58859974609575,1.834967545261641,2.0820101448939377,4.243952173736727,4.7271446240205055,2.422201519247082e-06,0,0.0,0,0.0,0,0.0
UNIT_0088,FanOut,4,912,3648,60.0,8.179699997872204,78.69392652344575,228.9799735862258,1.7638236493665287,-0.08638501850694466,2.4844172577149934,2.4859186394277937,2.8188938778570877e-05,0,0.0,0,0.0,0,0.0
UNIT_0089,FanOut,4,2079,8316,60.0,10.123341579127526,26.958120607450425,264.56914858729317,1.7250058959433354,1.2060546671240853,0.2556085871110847,1.2328437086251902,6.594678408961091e-06,0,0.0,0,0.0,0,0.0
UNIT_0090,2.5D,3,923,2769,100.0,10.74928892202352,47.701976375135736,238.33698726012176,2.897274297137883,-4.018846564753773,3.4530584041586,5.298560186839774,9.866956756248192e-06,0,0.0,0,0.0,0,0.0
UNIT_0091,2.5D,2,228,456,60.0,12.275471546638245,63.27631077217592,263.88099424354346,2.4932253295197375,1.0130492084910134,1.7803738929065829,2.048413995599427,2.163590173752093e-05,0,0.0,0,0.0,0,0.0
UNIT_0092,FanOut,3,1656,4968,40.0,19.881501527715308,41.67586204668027,242.6660507497598,1.3586275116689157,-0.5787007427332559,1.5126106017746757,1.6195324579152988,1.7913060520484518e-05,0,0.0,1,333333.3333333333,1,1000000.0
UNIT_0093,FlipChip,3,1131,3393,80.0,14.3764315467088,60.21023982705731,232.92884241584076,2.5639458158428194,4.3598363343353626,-5.010491583379434,6.641776778039665,2.607311864500705e-05,1,294.7244326554671,0,0.0,0,0.0
UNIT_0094,2.5D,4,1587,6348,60.0,16.339487868565172,51.37802061408692,223.12354104649344,2.580532182615669,2.6509857906216063,-5.830705367857466,6.4050644609433505,0.00010587610860892005,1,157.5299306868305,2,500000.0,1,1000000.0
UNIT_0095,2.5D,1,1979,1979,80.0,11.914972846344398,17.216662553855834,229.12254411831248,2.2081764110117272,-0.0589754341362789,1.0970739810334758,1.0986580094334186,3.857516398194643e-06,0,0.0,0,0.0,0,0.0
UNIT_0096,FanOut,4,1319,5276,40.0,10.820205963117065,54.33907369644474,261.5081521008781,1.4146413863853518,-0.34483527883131926,-0.2275187613188842,0.41312970878254823,1.2853314926620979e-05,0,0.0,0,0.0,0,0.0
UNIT_0097,FlipChip,2,1045,2090,40.0,12.523478424463402,48.97009882022235,233.0279598540036,1.9948296483006667,4.031330156880221,0.7401615153896808,4.098714664701101,0.00013856299753714903,0,0.0,0,0.0,0,0.0
UNIT_0098,FanOut,2,1440,2880,100.0,16.669748846030256,41.52931329596877,259.4746871301797,1.4284487614063623,-2.5833158103909164,-0.3220189802748489,2.603308817615177,2.0871625931474217e-06,0,0.0,0,0.0,0,0.0
UNIT_0099,FanOut,2,2118,4236,60.0,11.550753372469245,4.199845556601119,223.88758467187606,1.2334835321250466,-2.518437278185568,-1.1925930718399749,2.7865398901066247,8.814049390288231e-06,0,0.0,0,0.0,0,0.0
UNIT_0100,2.5D,1,1058,1058,60.0,11.030326372535953,32.00665469468295,248.32857728668057,2.7421943985918853,4.815951834224338,0.5339226618830748,4.845458232039677,5.297591949367719e-05,0,0.0,0,0.0,0,0.0
UNIT_0101,FlipChip,1,1733,1733,60.0,13.653578368999046,83.52139259524628,252.39703661372664,2.0258501599612315,1.7857497189684197,-0.7104498435617768,1.9218847621573836,1.7012152667693892e-05,0,0.0,0,0.0,0,0.0
UNIT_0102,FlipChip,3,2189,6567,60.0,27.21036497142389,68.6257874556682,240.920173684876,1.881664729417927,-0.7615620432521456,1.8899744012154795,2.0376407885032615,1.91800378340156e-05,0,0.0,0,0.0,0,0.0
UNIT_0103,2.5D,4,2096,8384,40.0,29.879739334825608,1.2563794184323243,223.3234063183777,2.042367774432118,1.5314079634413071,-1.2867543981837462,2.000236793916327,3.474599392885628e-05,0,0.0,0,0.0,0,0.0
UNIT_0104,FanOut,1,1969,1969,80.0,26.09196358869527,68.94642568791093,234.798613739321,1.2616757692319989,-0.13839560895312192,-2.0204770363669127,2.025211297386899,7.826616528110009e-06,0,0.0,0,0.0,0,0.0
UNIT_0105,2.5D,3,1505,4515,50.0,25.119540817983015,46.78621421687092,260.2666776228119,2.8842215796924853,-6.170434915547447,-0.000474494589457689,6.170434933791308,0.00029147609078882165,1,221.48394241417498,0,0.0,0,0.0
UNIT_0106,FlipChip,2,241,482,50.0,20.08493623624966,59.814668081296105,258.55777117889596,1.9299378908493807,3.9368628556351086,4.456569440533132,5.946419117618032,0.00015605802023397207,0,0.0,0,0.0,0,0.0
UNIT_0107,FanOut,2,1947,3894,50.0,27.541790094219913,34.79857916601417,259.115789844431,1.446871324345066,-0.7968345942867421,1.077786543262572,1.3403615943058056,1.2980708668574643e-05,0,0.0,0,0.0,0,0.0
UNIT_0108,FlipChip,3,1020,3060,80.0,28.49173600704774,35.48124578177265,228.70473160099223,2.1914812215777815,1.1060960055775821,0.7803665199939627,1.3536691911549772,4.565565794783873e-06,0,0.0,0,0.0,0,0.0
UNIT_0109,FlipChip,4,780,3120,80.0,18.17074862356749,40.85195156712044,246.91634758192663,1.977713480239997,-1.3388930424228123,0.31684255274981293,1.3758720079575835,2.8292174789001182e-06,0,0.0,0,0.0,0,0.0
UNIT_0110,2.5D,1,1237,1237,50.0,16.97810091445239,10.21302933249143,259.88757794721204,2.864789494592828,1.8556954708206497,-3.831912361850482,4.257600031628947,4.095653063983394e-05,0,0.0,1,1000000.0,1,1000000.0
UNIT_0111,FanOut,1,454,454,50.0,14.540578311682648,101.31852813575395,247.42321724759776,1.5348538136926448,0.5443944995819939,0.9471272707197592,1.0924355533010583,2.1137614048339158e-05,0,0.0,0,0.0,0,0.0
UNIT_0112,2.5D,4,770,3080,50.0,10.813055672077677,42.40307599980226,241.59327547773745,2.3872375013358584,-0.290739105648657,-0.3922300195940415,0.4882352054329175,1.2014259093893976e-05,0,0.0,0,0.0,0,0.0
UNIT_0113,FanOut,3,1155,3465,80.0,29.768621045983426,53.411020864414866,242.9845440652324,1.2461415012734602,-0.46452102277275953,0.03921974640886231,0.46617375420139867,4.565412330822952e-06,0,0.0,0,0.0,0,0.0
UNIT_0114,2.5D,2,207,414,40.0,12.547573286492854,80.44289145447112,252.03501402904902,2.5155493618414932,0.5514039659437266,-0.9416940051882728,1.0912533771155082,4.0912180535665164e-05,0,0.0,0,0.0,0,0.0
UNIT_0115,FanOut,2,975,1950,100.0,24.8023223596446,18.622182742711104,251.61575084736336,1.5567436908353633,0.9974504398474477,1.3960524571651922,1.7157709180158165,1.6496222547977954e-06,0,0.0,0,0.0,0,0.0
UNIT_0116,FanOut,4,2187,8748,40.0,24.00421167958645,36.35793735202719,237.28894501007687,1.7062626948485873,-2.3316494605064775,0.3573409705716515,2.3588729885115134,3.531271189020136e-05,1,114.31184270690443,0,0.0,0,0.0
UNIT_0117,2.5D,4,2024,8096,50.0,15.19927592206411,39.487651763572124,261.20380516695303,2.8475066473520125,-0.22873017150921307,-0.5389998554758337,0.5855239837629229,9.446762780445943e-06,0,0.0,0,0.0,0,0.0
UNIT_0118,FlipChip,2,291,582,40.0,10.020809958873917,83.79217010314905,242.69447183761025,1.725661381456482,-1.4855363647445856,-2.5162687279841816,2.922058624054228,0.00011928747283695089,0,0.0,0,0.0,0,0.0
UNIT_0119,2.5D,4,446,1784,100.0,9.101065058183044,31.00313606410345,227.72035560443393,2.5156555718787628,0.7159719533138766,1.609944474328529,1.7619696502360793,3.4911939473413415e-06,0,0.0,0,0.0,0,0.0
