run_id,RF_power_W,Bias_V,Pressure_mTorr,GasFlow_sccm,Temp_C,Time_s,RecipeFamily,Yield_%
DOE_0032,373.26044541913154,43.9154817327696,13.018199174180843,189.23506091742408,79.71559870019408,90.89042492747708,B,43.19
DOE_0033,208.2558178797541,301.2333031652641,46.48285131129408,100.11048529832493,84.74102938924747,49.062949274892766,B,0.49
DOE_0034,334.68150078971746,433.0140026118041,45.77878974839202,195.92897027555316,105.21526504829782,109.92015080690668,A,10.52
DOE_0035,684.4224846172874,441.34924659668593,12.986188209406695,67.97836706901072,122.40967989579096,18.714019675783078,B,19.25
DOE_0036,340.4247067908966,400.1585478455208,19.28744029087929,80.49020304925033,90.16418524258218,28.96442655631163,A,33.67
DOE_0037,458.6754174215447,362.97488441692593,49.032157807679084,203.656361440278,24.418658389861278,101.99194886532814,B,1.99
DOE_0038,202.61396943645317,80.07899003886267,55.17269905784049,338.77607169618216,75.10557218141872,56.02979229051429,C,0.0
DOE_0039,781.0334108612219,436.5701791657174,52.85495675202424,121.28505005617521,23.872378939145037,34.23935985454822,A,0.0
DOE_0040,308.1227567430079,91.22544118312484,32.60240635851094,225.28586191618126,92.58552634733466,95.90768542304866,B,50.2
DOE_0041,387.3195131946498,391.0723907253482,25.206749314300772,392.631953255294,27.805718202674477,35.787824805176584,B,8.44
DOE_0042,816.2325077865801,395.0431507251177,29.488855084522932,339.6080319885334,84.75308806813634,117.07996234819687,C,68.71
DOE_0043,556.8535669078963,279.85874217213075,14.701367205059121,365.67373275066547,37.99053713356732,40.24215509435942,B,37.57
DOE_0044,793.0051724561085,234.5880295310666,32.279386461037234,286.2388092944609,122.66289398993345,104.43953913421109,B,77.43
DOE_0045,647.8020168597684,90.19133385101122,17.698814455763483,256.1752023893541,31.31577738159082,62.75572597290353,B,35.0
DOE_0046,719.2396631533,233.7607667716896,13.907230291720335,253.645445945081,99.13048613617491,112.88397442931166,A,93.17
DOE_0047,264.04692354413197,130.77895289264498,25.93425738927839,260.43256675439716,104.45686357549344,42.58872923293396,A,37.82
DOE_0048,578.8006749635422,56.6463189669426,8.516446086870397,212.74112925372876,53.02251123650666,111.76265414142699,C,35.53
DOE_0049,555.440565410245,57.68603106375813,30.86947763533212,176.21900373404782,91.13284671679692,43.300678787485964,C,84.26
DOE_0050,809.9375636850165,360.5269334047604,43.28751491192333,133.54110392647885,59.5902142726605,59.29883391762724,A,33.8
DOE_0051,452.8848413099103,415.08152100878095,40.827358151835725,72.85696481744563,51.074133825828845,79.58422158699629,B,13.05
DOE_0052,618.7288470450492,63.84095532779888,58.63923051650841,179.19660598921845,51.15849298455166,70.99501389103234,A,2.66
DOE_0053,241.47614964185254,5.967468294897083,53.71870117414904,319.4650205753851,21.901514246614994,83.79198073126615,A,2.51
DOE_0054,471.3422607775101,118.63471715976704,39.856346204876296,243.44019115721983,100.75231862753469,86.55863205233098,B,73.37
DOE_0055,426.12544238074463,60.4975460643957,54.36924588167934,107.39573406315327,28.62014494576187,39.45892598534131,B,0.0
DOE_0056,305.1398103493163,84.88193718615315,29.444567942645456,334.97104452280104,43.6412648072047,10.96295772906042,A,10.1
DOE_0057,771.436672673353,262.497104736497,48.93807680999241,64.51221525371551,30.43380677726974,89.5836598935212,C,0.0
DOE_0058,465.6123200852187,190.0323553156358,20.64637611482462,375.8945520356975,116.51357025021396,76.02945647985074,C,80.11
DOE_0059,885.1235190878551,193.15309281266266,33.968656080016494,278.13181071707663,83.53795884967674,71.97280811876877,A,80.57
DOE_0060,612.9941851074273,92.52569504584231,58.892738309336764,244.63880676291396,76.08275185125743,64.52823071842204,C,7.82
DOE_0061,623.5393776808959,299.0649506410203,37.93398316114854,194.4129384745818,89.99857136694857,112.12633075776482,C,82.56
DOE_0062,646.5976065518325,130.27959854003595,32.87352141507268,338.76086015450517,116.99263943671988,42.67112052382642,B,84.12
DOE_0063,673.5151706689518,179.6160953583307,48.30191755862925,52.373801864571035,94.89026539946653,110.32185853195575,C,29.78
DOE_0064,305.5516134178581,208.53631817130795,22.179651246372487,55.56968783134429,81.59321477606974,28.472419024750273,B,25.57
DOE_0065,508.2194270317313,406.9910134224156,50.70742116025178,232.11016613834903,57.57994969094923,86.39560988107442,B,11.34
DOE_0066,367.69477328066637,110.86006523753487,6.0200159818841446,153.97439927808352,82.00968782639325,113.56637740809023,B,23.36
DOE_0067,481.74880867278716,323.39971191130917,18.104098706125,190.5431306096472,138.46851975238977,26.963360727941236,B,37.96
DOE_0068,267.6928657522219,139.2159256350132,14.748596481240632,237.80943656799863,88.38504352577203,94.71527120163888,A,31.08
DOE_0069,877.479635734175,402.49184091316476,19.154274145542562,65.32072064170443,77.26326745587951,40.03576807602148,B,36.87
DOE_0070,350.502826149116,177.33577185061887,57.00423201461533,394.0713345131133,126.59496753986599,16.493551325328855,A,0.0
DOE_0071,670.2356138278994,227.3227816663778,6.314227063287202,287.1743445909632,26.544234905985647,57.433193808133204,B,8.88
DOE_0072,410.29405703534917,394.74687130179694,21.430979517509936,84.61261649369686,27.592870991240467,86.88712689643167,B,5.61
DOE_0073,811.8539183046531,302.7424043799314,36.59149190763866,308.51356966363187,114.72545732173285,41.17912708594904,C,66.17
DOE_0074,663.5503168369177,42.46147851598153,43.66992053066638,236.5152623046606,133.05767078659557,114.52874159964716,A,21.53
DOE_0075,292.131071065814,61.576136081243845,47.558115404634904,290.4313479092059,26.106801071993175,10.24955438788792,B,0.21
DOE_0076,791.5520246121871,445.82959539377174,26.080747367397326,308.1981507636521,22.8864533511009,39.455889553666296,A,3.5
DOE_0077,861.4637198014857,13.097372389226674,17.10956134087497,396.9780287484409,21.170681662967397,47.5769764283144,C,0.0
DOE_0078,832.7417517371488,135.39236546866653,51.8793917161286,91.44006416732535,89.23613375567555,50.79724683373349,B,15.64
DOE_0079,598.8034035014941,431.50246576122765,11.715069378136555,398.67590040451176,36.532872964397775,42.964972451505794,B,7.78
DOE_0080,301.8219676326488,6.797716931099651,8.576203958665483,216.90034955444503,87.36090437896834,12.35053388632117,B,5.38
DOE_0081,334.72444647783266,72.62904625505273,17.736887042623223,120.32984060195741,99.65529845323863,33.095014326508505,C,31.62
DOE_0082,849.5339793211671,96.01392993817761,32.0922785647546,180.76321017615712,21.86562890724784,38.78045844385193,B,7.19
DOE_0083,586.6285413670846,38.875846718760585,56.818728785204215,177.51147058046237,124.41392851380287,83.97385835797569,C,0.88
DOE_0084,326.3867489142381,212.38261298121472,45.08686264864671,363.3732399871927,50.30871133924684,51.50443776666459,A,6.03
DOE_0085,818.839825937529,266.59706716852867,36.018478831740495,233.50123296710967,86.47755603017075,89.46196054631123,B,82.36
DOE_0086,649.1001936557366,143.24469668701335,33.667049129111945,73.35086149388952,62.44369269203818,58.67361338671563,C,69.74
DOE_0087,598.7859921316656,48.892347329557275,43.13795683299912,300.2063879394582,61.192039370608676,47.47867991337148,B,44.56
DOE_0088,463.4014852909441,364.9302349226809,39.45566718027407,224.2210582178596,68.4027051450798,27.48741401309079,C,53.28
DOE_0089,487.66869750999086,362.012121718788,23.49712406050219,335.1113696843763,20.445319522999018,35.117618906388955,C,8.28
DOE_0090,367.6424488772914,252.94495571708984,10.100153967354355,66.26027527762562,71.4540098940269,109.16456846146659,B,25.65
DOE_0091,226.64010068386736,61.98394852914447,16.050711057130506,352.7514982992722,51.8020209694287,60.066278459497646,C,7.72
DOE_0092,813.3531656764897,243.86008964596272,48.048961027453664,362.50161408145897,62.888926089834115,44.487471762323885,C,19.08
DOE_0093,527.4111517698673,283.28577286680564,39.894930016106194,52.882031999021244,39.547904384802194,34.01769220610359,A,14.75
DOE_0094,583.3446394496148,192.731548588437,48.84476771884337,216.9222088602267,60.18440696510305,106.4273228969107,A,33.54
DOE_0095,425.5143168461576,388.73852441409565,7.447003471357464,92.55186656698095,103.932033212457,87.46128662757053,B,33.75
DOE_0096,725.9274438984495,175.52042973953584,54.545083645693516,235.29696334763804,138.05357421823143,86.39256290504912,C,3.11
DOE_0097,217.63780956123225,229.89918257012968,26.02384059480028,81.21767114786141,43.65547261806531,98.50692865111199,C,0.22
DOE_0098,460.52969079564275,51.364512574302566,55.93920910534057,360.4656641491985,124.00237566003543,36.5435624798134,B,5.76
DOE_0099,221.24520606887813,253.59785979850685,37.698535848728085,114.274864997105,93.77078864635811,90.41304271442998,C,5.89
DOE_0100,286.02447154350654,344.90161971076634,35.10220516204521,283.8686010553163,32.120522883135436,17.857087208056047,A,2.56
DOE_0101,877.0037647781573,329.06624486006456,49.99424705669313,278.7506244996997,21.763300622327975,83.13919592049385,B,1.37
DOE_0102,660.4325110269601,115.64137572952593,39.39872349470547,162.2864323105175,126.08285325868161,45.44436509483751,C,58.02
DOE_0103,499.7541724726369,446.3397999327914,42.10145011988116,125.06447872713231,48.0873245752054,82.80232133979905,A,16.03
DOE_0104,566.6180755373362,323.97036613726635,13.668079641688859,370.3341387510644,32.74915702602225,34.928171702903626,B,17.94
DOE_0105,810.966445995342,190.68858965698922,38.245136204557895,63.9287958326803,98.66753268409076,48.885397489386804,A,63.94
DOE_0106,440.9474668972183,186.7088365746456,24.607469314870134,138.94230941506132,104.79245386033091,83.72596146378324,B,80.93
DOE_0107,613.2036876028003,350.69641008699944,9.157325578146084,164.3499767472514,127.40800707455821,113.34499814689167,A,43.58
DOE_0108,678.5790613376805,79.05705559354725,12.325506070498946,254.45955157768412,80.03817424599323,47.47754694058196,B,83.71
DOE_0109,448.78964391645843,287.8323356789536,31.38895596154073,179.21686576592637,57.435606999709016,28.60457864884949,B,61.98
DOE_0110,563.368940547193,323.4777655701828,19.43776103662092,88.97717607846779,58.19039914909289,23.706174987267264,C,60.68
DOE_0111,735.6731682949658,232.35300905010678,47.09275789576962,249.61742353708573,44.57111000932001,83.84867824490041,C,17.4
DOE_0112,836.4255197933851,392.9392835063977,11.73191656366861,303.4297502037119,96.22830428483377,108.3761303551892,C,52.86
DOE_0113,305.74359465377086,210.88619098117823,5.7600407274541245,296.67399568485223,133.07268056102237,11.866266216728397,A,1.22
DOE_0114,853.3935746152,209.20173684876002,59.83388066486221,221.35615865221908,30.161974771994487,47.94007898629915,B,1.1
DOE_0115,203.6252060708025,128.1058334213172,22.21345925518577,157.3996100277716,66.3963977250356,28.583594555610087,A,8.61
DOE_0116,727.0842525184278,413.7172348871003,33.0384410462798,53.59277264622204,62.21847504410861,115.00911330452644,A,41.57
DOE_0117,767.3687812220716,142.32141032831515,16.552591839953195,236.4795779792713,29.624164169473993,24.551799467319338,B,17.3
DOE_0118,295.73483607980705,312.872072683538,16.483931783791924,269.9898655854996,91.37850488340906,17.546613450905344,A,35.72
DOE_0119,493.2325556392296,184.20882154115975,27.12669132677715,204.44029169885755,137.96090616666623,94.48322756166655,C,54.8
DOE_0120,770.6793945965319,420.9408592731798,48.43894889584949,385.7252003426746,53.20148335538364,119.88642020398866,C,3.78
DOE_0121,209.9898327792274,426.58171511978964,7.1451320531831755,120.78225118275935,107.25343852646503,95.1183897506138,A,3.89
DOE_0122,639.9233635064036,13.51585481215597,51.05171566115504,334.93688762169927,128.06948659655538,22.606667675037954,B,7.11
DOE_0123,755.1165606686238,447.5401227577965,59.46470632144928,301.572726444354,52.47799567612039,54.86554870340038,B,0.0
DOE_0124,559.1025079755459,272.22124298274855,35.75392199540866,364.76398599150565,130.27820091156644,67.20287756117368,B,62.67
DOE_0125,708.094594385761,33.23406318377706,24.800620164912104,373.5937789066837,109.80466187074823,108.8609923681071,C,74.87
DOE_0126,358.49643788800086,223.66386846641558,17.86646887056498,132.8515788442128,97.47735479094175,92.86716088168187,A,60.77
DOE_0127,338.964803594871,22.262372888428544,15.062305260623015,372.6331691731846,43.29648519352581,16.602537892418052,B,1.82
DOE_0128,454.1888653852461,247.00221713919524,22.783464996351093,191.12989298524775,53.28812664051498,59.83434877409057,B,71.89
DOE_0129,325.58421929700256,83.45452011463138,51.84114455053142,287.67797974857547,32.186436025261166,95.65079452264563,A,0.0
DOE_0130,442.2430073787349,165.573152408161,5.179061650470413,383.5137199944644,127.486721026803,69.74765719445418,B,12.59
DOE_0131,863.6868429875703,137.11505244580374,48.228823024277396,258.37535055751283,117.07438809704612,83.34427354355273,A,23.99
DOE_0132,601.3329023277847,270.9954068758394,41.70872300400545,254.0250666744229,30.390766779175024,116.41480821368187,C,8.72
DOE_0133,438.04764719458785,370.06289158694864,6.045882080659919,74.799542312527,83.72177783857455,117.65102044454083,B,19.68
DOE_0134,390.0672338661497,421.44148185384154,8.825130851943417,258.8276767707125,45.57191447788914,102.05803243152634,C,14.22
DOE_0135,866.4276434952656,147.98613739321016,45.42842183616917,134.39046547645506,111.87482866175264,72.9117895486169,A,34.61
DOE_0136,511.1347467529793,256.3604750464691,42.024406197504796,185.88973501437812,88.77677592804294,43.833848746017814,B,73.25
DOE_0137,886.2763256164126,2.654626312518449,22.2420972594305,182.2499618318563,133.4461079894457,27.565785499487284,B,23.67
DOE_0138,560.8658683743897,167.4735888876442,52.37095385854437,390.67342805970594,107.2566125619546,28.423231466790984,A,11.5
DOE_0139,564.8162903183568,432.3167204695877,16.558639472665554,273.2283649689132,32.08244493040324,80.45473822382112,B,26.4
DOE_0140,827.5783666012005,53.47734788204769,28.47998601877224,303.7378380625048,64.7337029505597,95.0202243501247,A,73.77
DOE_0141,719.9371927505277,391.42249902861573,11.32523960112506,110.46772831245298,89.15287128957831,104.4564011834998,B,61.92
DOE_0142,606.4570046969758,293.6273385624394,40.51319183932668,156.49961728973528,129.4206053456877,110.54475744089635,B,44.51
DOE_0143,498.6546526853808,132.2521780230522,9.786292418995043,357.11236199831785,64.51370254376205,41.664744225541625,B,52.94
DOE_0144,814.7315015927963,350.17242582237986,14.871508386174543,92.08406546008163,42.547127769947835,46.792105240752505,B,24.11
DOE_0145,488.15230493482187,130.17661579937754,47.14926516052773,383.59120189024316,53.99741704905948,31.585147954883908,B,7.44
DOE_0146,845.9317033179273,402.66677622811955,32.51312889098608,199.59247644505555,49.7797659475127,69.83153948450177,C,36.27
DOE_0147,248.10074648530306,37.24162067254218,41.40271924845969,186.48148324710655,38.53895734945789,114.12981444524556,C,0.96
DOE_0148,500.9978033308141,53.546874810773645,45.367425214059,230.12458348418923,61.268215537898485,93.33527235247291,B,33.38
DOE_0149,563.6603739145013,337.505481383119,38.360299309965846,205.1395073364518,49.88028816203048,58.04874153901863,B,60.03
DOE_0150,865.6567369072949,202.1302361539652,15.876792263982802,214.68630997096787,81.25584534507531,27.494514440167144,C,73.21
DOE_0151,375.6994726653307,66.35850284794405,43.41721335654195,198.395051157505,127.31073347550054,102.70763320788599,B,15.38
DOE_0152,764.2274030834761,231.04532054676378,11.376582144979505,295.6163931293477,134.51896110756752,108.58449894652212,C,37.62
DOE_0153,673.5298399990154,133.63610564481212,19.839677201038413,146.70273961114077,39.13028440579975,94.4875375179444,A,54.66
DOE_0154,701.9601329967861,247.19187755965214,29.647539320163784,108.27276093584234,88.33178402344575,42.135789239892915,A,91.94
DOE_0155,640.7355279881425,334.6712655453189,11.294255952141153,202.08802220335718,100.8621264152707,52.92716044304276,A,84.64
DOE_0156,880.0924959231061,385.5777117889597,10.82948576374464,80.9047783114641,38.30182524866429,74.19225630839078,A,4.69
DOE_0157,432.8770214479274,26.550075346335543,40.87485023870998,206.5818563452837,83.81593163338732,110.96665614189195,A,43.19
DOE_0158,478.7928917755594,266.5596499760769,45.807662030787895,223.01816437647483,44.00642440291185,36.70809920186626,B,13.55
DOE_0159,342.03822654946134,442.64962435868455,25.38799676291265,324.51824581853737,63.68863473305386,56.16855321961778,C,37.72
DOE_0160,235.49283869058937,206.90884333223642,26.44199304548603,88.16578992328502,58.87290224700281,16.618817724119364,A,4.84
DOE_0161,349.03573648273743,346.3049055584675,16.418055059261,188.90709567333374,117.79402717495114,10.342070033402699,B,23.64
DOE_0162,840.8250779867358,43.76729793114761,33.6895291899024,323.19459388888697,48.09336427929854,36.77022145572015,A,38.62
DOE_0163,788.1181720108727,393.078544941098,36.920267578423335,168.38936215745989,84.8119102325533,98.99117982044855,C,64.12
DOE_0164,278.68401904480527,261.92377516253464,56.3483581962862,342.6772129900977,90.2709905018327,84.28926534219592,C,5.36
DOE_0165,622.6453177218057,399.71843374540725,7.231902627226936,301.4371487705396,59.584622939063784,62.44290425264543,C,50.54
DOE_0166,535.4375464227373,354.2030601495022,54.97987461929397,64.6025130041354,131.53190206193207,55.055503006518975,C,4.39
DOE_0167,616.2794093417949,391.1578984443098,59.48562188460802,184.8475012425175,59.85637311024423,39.1404752534588,C,1.5
DOE_0168,661.4925046263443,25.78314648803045,24.04562073258689,318.2286788298382,59.14290109420419,94.26796074715313,A,79.98
DOE_0169,414.66164362221036,321.98584846757535,44.91943710502787,234.28884252160543,103.11293736895024,63.64978453092425,A,49.11
DOE_0170,872.9455913155199,88.64140860968845,50.366455607045,285.50775520080947,78.529698039687,17.702862521913712,A,11.41
DOE_0171,526.0880245427875,119.6146539487489,40.81195917868384,396.5093960795049,106.97569205614863,78.98985953586401,C,59.05
DOE_0172,639.6705984054348,146.15229578947864,20.889752536247016,286.33927580104705,38.34530640318001,119.24635431873398,C,45.85
DOE_0173,644.6583287297992,266.09159315532435,39.2598632855982,241.11714352165623,37.77020073009428,18.009211793617155,B,28.05
DOE_0174,328.7225775567838,282.53741248846825,53.229983453049265,346.14061184639735,108.3261874953697,119.67963224611974,B,0.0
DOE_0175,243.3057927094619,419.1491455987038,10.887611568231739,200.5736715365746,66.62510061083866,20.945202154479052,A,5.32
DOE_0176,488.06177644858246,5.723276213302253,31.39853082342696,53.64529343107474,122.85597819606011,43.84804040921002,A,30.35
DOE_0177,734.8210619069281,87.0473160099224,6.245497342814068,145.36630340257608,48.01953314039274,117.41215568892082,A,19.38
DOE_0178,770.6552518042402,162.90113242620177,51.472810049589796,258.15435999206125,48.82869906677365,116.93232994845619,C,7.37
DOE_0179,710.9924743014456,368.1030780178477,47.81695419285904,381.8867231937064,123.59019143419314,30.310012525257587,A,11.96
DOE_0180,279.2434667676561,247.4589328117127,7.531855893206411,262.49741407746944,63.404313199669524,89.2349896523776,C,10.19
DOE_0181,839.3484030717318,230.39577089398617,46.01962151177818,149.29739961013493,33.17663140806026,77.39140838013886,C,6.18
DOE_0182,761.4256045980986,342.08365358805213,43.03563782258096,397.62271593178593,46.43601003713441,53.78363987620535,C,14.66
DOE_0183,814.3839566546735,294.77665708950366,11.943819752821774,190.054760818092,112.34730869787923,96.20405070188207,B,70.0
DOE_0184,566.3129070826242,130.43511547077313,33.88426283923863,129.73128181219306,51.854038068072114,79.80794115968325,A,63.85
DOE_0185,840.9448045705127,39.20238930338461,42.91478919388913,243.52185631469928,86.69400205644912,34.7622746786066,C,44.62
DOE_0186,232.65656656772103,208.03804002751684,23.451701237871745,170.41935799804625,120.15360172106392,63.919235851935646,C,17.55
DOE_0187,221.20218375212139,396.0748788867805,32.71440643713815,89.04744998906784,93.2507347172237,88.04607128192077,C,5.32
DOE_0188,214.1509013493028,269.1634758192661,58.67627394055065,299.473750396837,110.32285264388814,78.36862315742123,B,0.0
DOE_0189,376.9380745667195,23.98007894972658,39.962501530123944,292.0112522914404,137.2326987256718,69.72676634503624,B,10.2
DOE_0190,373.998841246288,198.03467152761831,32.60963257234209,390.26530873586677,55.90532852871641,91.12976285534786,A,40.18
DOE_0191,331.2523340491766,173.07543769507464,8.62985928279065,97.89475754861026,125.14540587239031,24.82356283227284,A,6.63
DOE_0192,596.939072869777,262.0912244485348,11.664429153549337,368.68915873437027,86.12743925056135,14.721625867581553,B,72.95
DOE_0193,227.29008872313176,264.20702854536154,51.792353356536445,329.01423084340985,44.16984198772178,13.612470968156114,B,0.0
DOE_0194,613.2715074843962,428.0994123076956,45.84292216010759,138.58171004355228,35.83909539095036,78.2601649248412,A,7.9
DOE_0195,316.2078071330519,152.14223394478532,50.93021652585393,217.74711275815073,59.347425402764,57.790053116282955,C,1.27
DOE_0196,674.5115959971166,183.64297325016256,36.79470506682959,270.5504458338022,36.51903406585896,101.93918978432676,A,41.93
DOE_0197,214.75274811072376,276.08125993951086,36.68051814185351,160.23132553220665,112.6070926714133,116.86575247861458,A,8.88
DOE_0198,417.39913793723645,398.8757794721202,34.1817596286749,87.64349696113314,86.89243845779016,22.319606959748683,A,47.94
DOE_0199,856.8389008052297,317.7647769393114,45.42949128309982,342.9783951053332,25.308055131008572,51.67618112066525,B,0.0
DOE_0200,576.8774659140713,211.89844745429735,23.161579458395288,107.64340393150567,125.39574678103224,56.14543640955259,C,77.48
DOE_0201,768.1111819227256,366.55472171485576,32.31883036225034,221.75184991876392,91.52034794368208,70.11110029146519,C,86.85
DOE_0202,660.6182571282081,218.38774102439365,30.83722965678182,203.19537295361954,73.1447662695652,110.04431710643314,C,87.46
DOE_0203,627.5255499294683,433.5853040135042,41.390049893451966,366.05986257724527,36.912565441690965,75.99757844009778,A,14.94
DOE_0204,333.8768760594281,127.12475151934053,16.891591906038354,245.62513546047347,76.38202288456583,43.53089747676381,A,53.23
DOE_0205,602.0763237804642,57.32635393010143,6.379085275788482,198.5415837897532,130.0791964770172,82.92889044857215,C,37.07
DOE_0206,227.7804929213,373.67995323771055,9.870821378580374,391.88236440408684,90.13056767738165,46.19826374162221,A,4.62
DOE_0207,761.1650835643113,133.7845563753269,14.858323552072015,173.39075015394903,75.1059012531902,71.07367304449575,C,88.34
DOE_0208,872.0496419183232,381.32831656909116,52.148458819923896,304.27117994309685,92.97143049663165,20.851381299454573,C,4.64
DOE_0209,797.8063499392916,274.23217247597773,44.426035550386956,131.88496062691257,86.06725104655656,72.03854935451444,A,57.66
DOE_0210,235.49675217624284,229.03169056398863,46.24840539158149,315.0265719318065,94.83596338984405,62.64237056549011,B,5.45
DOE_0211,437.06205836615294,39.16430351693971,29.432588710134308,312.93817453563787,43.87669237496037,80.9996250941809,B,37.64
DOE_0212,422.6022385035976,353.8419760945546,10.652414026291726,339.85430421759924,37.840466325693214,72.33441610142671,B,13.82
DOE_0213,278.901894206009,29.665971963190728,30.5900259389784,219.65472204173986,21.502519068769068,73.00310098299705,C,2.91
DOE_0214,638.6282735296847,434.31801378163124,52.46427764034801,127.75381973461933,119.82075058095471,91.0988935386277,C,5.6
DOE_0215,758.2207227564334,394.63856731439364,33.00352162025011,271.1945217209038,20.38871507317119,24.67940960851427,A,6.14
DOE_0216,419.60503040157073,136.33586660219942,39.75103068279096,368.578533074949,50.736500158628715,92.6753491589595,B,25.26
DOE_0217,803.9664644431143,57.53977511067974,25.58063791463409,158.43707946293677,90.24063069089361,78.61575161235442,A,86.83
DOE_0218,757.9888389922908,398.5535027751035,13.254768654772061,57.05621404178387,79.97604398188992,85.74695666673085,B,53.99
DOE_0219,290.3965590320273,215.9327547773745,39.46457285984087,114.7489863036661,128.1769228074706,53.95298833709101,C,5.32
DOE_0220,736.8014097167087,56.19320018729142,31.673766962218377,376.5210703621793,45.58458444311832,19.36823536139886,B,38.39
DOE_0221,817.8345039313427,224.33498257785243,24.00944141652944,52.11990544886091,33.67912638405286,111.42626201199214,A,14.83
DOE_0222,338.0977988822226,111.06867423387564,19.218576763372383,68.85121714537343,39.24990055715452,100.96273225323642,A,4.31
DOE_0223,601.5488256489662,183.52592766485495,43.279523781486695,84.4163457509834,79.74071623480364,117.3692260536435,C,48.39
DOE_0224,647.1249762154721,288.108472369298,22.485132698923664,362.14414961259234,54.94808588072085,60.637934628320956,B,85.98
DOE_0225,626.5339802448199,411.9141517957517,36.6781580406449,184.16073818440034,74.64757337529998,107.3240745569271,B,70.3
DOE_0226,267.37197433963047,360.4184239517267,19.285781579071624,292.0638359497332,102.54413726684967,105.8671670405536,C,29.54
DOE_0227,662.8340227104644,72.45400430583793,46.43763918773344,297.0562906018708,58.56551627802772,70.48993507804965,A,38.28
DOE_0228,642.368307275663,214.8010780893842,25.622247400297738,201.9014803082175,99.8167905740322,109.05659248719823,B,89.12
